LOCALITY_ID,LOCALITY_NAME,LOCALITY_TYPE,POSTCODE,STATE,SA2_CODE_2021,SA2_NAME_2021
locfca07eba99df,GEROGERY,GAZETTED LOCALITY,2642,NSW,109011175,Albury Surrounds
locfca07eba99df,GEROGERY WEST,ALIAS LOCALITY,2642,NSW,109011175,Albury Surrounds
locfcabffa56f9e,STANBOROUGH,GAZETTED LOCALITY,2360,NSW,110021192,Inverell Surrounds - East
locfcabffa56f9e,ABERDEEN,ALIAS LOCALITY,2360,NSW,110021192,Inverell Surrounds - East
locfce4eda499a0,LANE COVE NORTH,GAZETTED LOCALITY,2066,NSW,121011399,Chatswood (West) - Lane Cove North
locfce4eda499a0,LINDFIELD,ALIAS LOCALITY,2066,NSW,121011399,Chatswood (West) - Lane Cove North
locfce987ba8e21,CRYSTAL CREEK,GAZETTED LOCALITY,2484,NSW,112031252,Murwillumbah Surrounds
locfcf444871d3b,MARKS POINT,GAZETTED LOCALITY,2280,NSW,111011207,Belmont South - Blacksmiths
locfcf444871d3b,MARKS PT,ALIAS LOCALITY,2280,NSW,111011207,Belmont South - Blacksmiths
locfcfe289f39d5,KOORAINGHAT,GAZETTED LOCALITY,2430,NSW,108051168,Old Bar - Manning Point - Red Head
locfd2c5f1b4b0e,THUMB CREEK,GAZETTED LOCALITY,2447,NSW,108021159,Nambucca Heads Surrounds
locfd395e30d146,GARDEN SUBURB,GAZETTED LOCALITY,2289,NSW,111011209,Glendale - Cardiff - Hillsborough
locfd55f881b084,YATTALUNGA,GAZETTED LOCALITY,2251,NSW,102011038,Saratoga - Davistown
locfd6c36037a7c,ATTUNGA,GAZETTED LOCALITY,2345,NSW,110041205,Tamworth Surrounds
locfd739d99d91d,CARRABOLLA,GAZETTED LOCALITY,2311,NSW,106011110,Dungog
locfd86885349f6,FAIRLIGHT,GAZETTED LOCALITY,2094,NSW,122011419,Manly - Fairlight
locfd86885349f6,FAIRLIGHT BEACH,ALIAS LOCALITY,2094,NSW,122011419,Manly - Fairlight
locfd874a1f0e82,FERNANCES,GAZETTED LOCALITY,2775,NSW,115031299,Bilpin - Colo - St Albans
locfd8957dd71d8,PLEASANT HILLS,GAZETTED LOCALITY,2658,NSW,113031271,Wagga Wagga Surrounds
locfd8f41a0a7d5,CURRAGH,GAZETTED LOCALITY,2795,NSW,103011060,Bathurst Surrounds
locfdb452babb29,WINDSOR,GAZETTED LOCALITY,2756,NSW,124041467,Windsor - Bligh Park
locfdb5995e5e6b,DURAMANA,GAZETTED LOCALITY,2795,NSW,103011060,Bathurst Surrounds
locfdbd602dd681,NORTH WAGGA WAGGA,GAZETTED LOCALITY,2650,NSW,113031268,Wagga Wagga - North
locfdbd602dd681,N WAGGA,ALIAS LOCALITY,2650,NSW,113031268,Wagga Wagga - North
locfdbd602dd681,N WAGGA WAGGA,ALIAS LOCALITY,2650,NSW,113031268,Wagga Wagga - North
locfdbd602dd681,NORTH WAGGA,ALIAS LOCALITY,2650,NSW,113031268,Wagga Wagga - North
locfdf4667a3955,WEST WOLLONGONG,GAZETTED LOCALITY,2500,NSW,107041146,Figtree - Keiraville
locfdf4667a3955,W WOLLONGONG,ALIAS LOCALITY,2500,NSW,107041146,Figtree - Keiraville
locfe004aacc767,BELMORE RIVER,GAZETTED LOCALITY,2440,NSW,108021156,Kempsey Surrounds
locfe06fca06f8e,BELGRAVIA,GAZETTED LOCALITY,2800,NSW,103041079,Orange Surrounds
locfe0b35096aad,POINTER MOUNTAIN,GAZETTED LOCALITY,2539,NSW,114011275,Ettrema - Sassafras - Budawang
locfe16b3f275fa,SILVERDALE,GAZETTED LOCALITY,2752,NSW,124031465,Warragamba - Silverdale
locfe16b3f275fa,ORANGEVILLE,ALIAS LOCALITY,2752,NSW,124031465,Warragamba - Silverdale
locfe5fdc2c5ffb,PENROSE,GAZETTED LOCALITY,2579,NSW,114021289,Southern Highlands
locfe791a731f10,MILLFIELD,GAZETTED LOCALITY,2325,NSW,106011109,Cessnock Surrounds
locfe86b9fe02ed,BIRGANBIGIL,GAZETTED LOCALITY,2710,NSW,109031183,Deniliquin Surrounds
locfe86b9fe02ed,BIRGANBIGAL,ALIAS LOCALITY,2710,NSW,109031183,Deniliquin Surrounds
locfe9bb8d97974,AVISFORD,GAZETTED LOCALITY,2850,NSW,103031074,Mudgee Surrounds - West
locfea9d2c4d053,NARRAN LAKE,GAZETTED LOCALITY,2839,NSW,105011092,Bourke - Brewarrina
locfeb7cbb107e6,PERTHVILLE,GAZETTED LOCALITY,2795,NSW,103011060,Bathurst Surrounds
locfeb8e701824a,CONGARINNI NORTH,GAZETTED LOCALITY,2447,NSW,108021159,Nambucca Heads Surrounds
locfebb8c659e81,ATHOLWOOD,GAZETTED LOCALITY,2361,NSW,110021192,Inverell Surrounds - East
locfebb8c659e81,MYALL,ALIAS LOCALITY,2361,NSW,110021192,Inverell Surrounds - East
locfebd007b65c9,NELSON,GAZETTED LOCALITY,2765,NSW,115041623,Box Hill - Nelson
locfee0ec6d2c47,ENVIRONA,GAZETTED LOCALITY,2620,NSW,101021611,Queanbeyan Surrounds
locfeefa711a99f,BLAND,GAZETTED LOCALITY,2721,NSW,103021069,West Wyalong
locfefc3b13688f,BONNELLS BAY,GAZETTED LOCALITY,2264,NSW,111021216,Bonnells Bay - Silverwater
locff128ef5db95,SWAN BAY,GAZETTED LOCALITY,2324,NSW,106031125,Williamtown - Medowie - Karuah
locff2a64499c29,COBBITTY,GAZETTED LOCALITY,2570,NSW,127011726,Cobbitty - Bringelly
locff420522e4b9,OBERNE CREEK,GAZETTED LOCALITY,2650,NSW,113031271,Wagga Wagga Surrounds
locff420522e4b9,OBERNE,ALIAS LOCALITY,2650,NSW,113031271,Wagga Wagga Surrounds
locff53f13d486c,BIG RIDGE,GAZETTED LOCALITY,2330,NSW,106011113,Singleton Surrounds
locff698c2dc855,LITHGOW,GAZETTED LOCALITY,2790,NSW,103031070,Lithgow
locff698c2dc855,DARGAN,ALIAS LOCALITY,2790,NSW,103031070,Lithgow
locff709ecae73a,ARTARMON,GAZETTED LOCALITY,2064,NSW,121011682,Artarmon
locff709ecae73a,GORE HILL,ALIAS LOCALITY,2064,NSW,121011682,Artarmon
locff73960111c7,GOOLOOGONG,GAZETTED LOCALITY,2805,NSW,103021064,Cowra Surrounds
locff73960111c7,BANDON,ALIAS LOCALITY,2805,NSW,103021064,Cowra Surrounds
locff73960111c7,MERRIGANOWRY,ALIAS LOCALITY,2805,NSW,103021064,Cowra Surrounds
locff829fce94fb,MERUNGLE HILL,GAZETTED LOCALITY,2705,NSW,113011258,Leeton
locff9f08522c1c,ALLAMBIE HEIGHTS,GAZETTED LOCALITY,2100,NSW,122031430,Manly Vale - Allambie Heights
locff9f08522c1c,ALLAMBIE,ALIAS LOCALITY,2100,NSW,122031430,Manly Vale - Allambie Heights
locffaaaea80667,SANCTUARY POINT,GAZETTED LOCALITY,2540,NSW,114011279,St Georges Basin - Erowal Bay
locffaaaea80667,PALM BEACH,ALIAS LOCALITY,2540,NSW,114011279,St Georges Basin - Erowal Bay
locffaaaea80667,PARADISE BEACH,ALIAS LOCALITY,2540,NSW,114011279,St Georges Basin - Erowal Bay
locffaaaea80667,SANCTUARY BEACH,ALIAS LOCALITY,2540,NSW,114011279,St Georges Basin - Erowal Bay
locffaaaea80667,SANCTUARY PT,ALIAS LOCALITY,2540,NSW,114011279,St Georges Basin - Erowal Bay
locffb1cb0c139b,HASSALL GROVE,GAZETTED LOCALITY,2761,NSW,116031315,Hassall Grove - Plumpton
locffcca8c4be71,CLEAR RANGE,GAZETTED LOCALITY,2620,NSW,101021611,Queanbeyan Surrounds
locHdc1iWu7WCfT,STREAM HILL,GAZETTED LOCALITY,2526,NSW,107011132,Horsley - Kembla Grange
locin9sLkCvD5n8,JOORILAND,GAZETTED LOCALITY,2787,NSW,124021456,Blue Mountains - South
locPQtj9Px7WB_i,KEDUMBA,GAZETTED LOCALITY,2782,NSW,124021456,Blue Mountains - South
locqnSU0cJ1gMhX,BRADFIELD,GAZETTED LOCALITY,2556,NSW,127011505,Austral - Greendale
locRF6pK3W0llNu,BURRAGORANG VALLEY,GAZETTED LOCALITY,2570,NSW,124021456,Blue Mountains - South
locRF6pK3W0llNu,BLUE MOUNTAINS NATIONAL PARK,ALIAS LOCALITY,2570,NSW,124021456,Blue Mountains - South
locsunBisn36NNo,BIMLOW,GAZETTED LOCALITY,2787,NSW,124021456,Blue Mountains - South
locv_s5aA8S9kjx,BELOON,GAZETTED LOCALITY,2787,NSW,124021456,Blue Mountains - South
locv_s5aA8S9kjx,BLUE MOUNTAINS NATIONAL PARK,ALIAS LOCALITY,2787,NSW,124021456,Blue Mountains - South
locwEs8e1LHcr0K,BINDOOK,GAZETTED LOCALITY,2787,NSW,124021456,Blue Mountains - South
locz2D6DO54hrbm,KOWMUNG,GAZETTED LOCALITY,2787,NSW,124021456,Blue Mountains - South
ABS12941,NEW YEAR ISLAND,EXTRA LOCALITY,822,NT,702031061,West Arnhem
ABS13009,NORTH WEST CROCODILE ISLAND,EXTRA LOCALITY,822,NT,702041063,East Arnhem
loc0072f7062952,DARWIN CITY,GAZETTED LOCALITY,800,NT,701011002,Darwin City
loc0072f7062952,DARWIN,ALIAS LOCALITY,800,NT,701011002,Darwin City
loc0072f7062952,LAMEROO BEACH,ALIAS LOCALITY,800,NT,701011002,Darwin City
loc0072f7062952,RAILWAY DAM,ALIAS LOCALITY,800,NT,701011002,Darwin City
loc00b25cb27734,YARRAWONGA,GAZETTED LOCALITY,830,NT,701041041,Palmerston - North
loc012bcda91df4,SHOAL BAY,GAZETTED LOCALITY,830,NT,701031033,Koolpinyah
loc012bcda91df4,CAMERONS BEACH,ALIAS LOCALITY,830,NT,701031033,Koolpinyah
loc012bcda91df4,HOWARD PENINSULA,ALIAS LOCALITY,830,NT,701031033,Koolpinyah
loc012bcda91df4,KINGS CREEK,ALIAS LOCALITY,830,NT,701031033,Koolpinyah
loc012bcda91df4,TREE POINT,ALIAS LOCALITY,830,NT,701031033,Koolpinyah
loc012bcda91df4,TREE PT,ALIAS LOCALITY,830,NT,701031033,Koolpinyah
loc0246752b9952,ARALUEN,GAZETTED LOCALITY,870,NT,702011048,Larapinta
loc0246752b9952,AKNGWERTNARRE,ALIAS LOCALITY,870,NT,702011048,Larapinta
loc0284ee42ab55,IMANPA,GAZETTED LOCALITY,872,NT,702011050,Petermann - Simpson
loc032f977eba0b,MCMINNS LAGOON,GAZETTED LOCALITY,822,NT,701031032,Humpty Doo
loc037d96040b56,ANGURUGU,GAZETTED LOCALITY,822,NT,702041062,Anindilyakwa
loc03fdcf9f26c7,COLLETT CREEK,GAZETTED LOCALITY,822,NT,702031057,Alligator
loc04db1184e1a7,CHARLES DARWIN,GAZETTED LOCALITY,820,NT,701021015,Charles Darwin
loc04f488809737,KALTUKATJARA,GAZETTED LOCALITY,872,NT,702011050,Petermann - Simpson
loc0527b1290f17,MOIL,GAZETTED LOCALITY,810,NT,701021024,Moil
loc05342ab60e28,WINNELLIE,GAZETTED LOCALITY,820,NT,701011009,Woolner - Bayview - Winnellie
loc058b48d23db6,LIMMEN,GAZETTED LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,BADAWARRKA,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,BRINGUNG,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,BUDDAWARKA,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,BURKETOWN CROSSING,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,JOWAR,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,KEWULYI,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,LARRPAYANJI,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,MINYERI,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,MOUNT KELLY,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,NATHAN RIVER,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,NUMULTJA,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,ROPER BAR,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,ROPER VALLEY,ALIAS LOCALITY,852,NT,702051066,Gulf
loc058b48d23db6,URAPUNGA,ALIAS LOCALITY,852,NT,702051066,Gulf
loc05a2f28db83a,HOLTZE,GAZETTED LOCALITY,829,NT,701031031,Howard Springs
loc05a2f28db83a,BERRIMAH,ALIAS LOCALITY,829,NT,701031031,Howard Springs
loc05a2f28db83a,ROBERTSON BARRACKS,ALIAS LOCALITY,829,NT,701031031,Howard Springs
loc0676a0aaa18b,ARUMBERA,GAZETTED LOCALITY,873,NT,702011051,Ross
loc0676a0aaa18b,ANTHEPE,ALIAS LOCALITY,873,NT,702011051,Ross
loc0676a0aaa18b,KARNTE,ALIAS LOCALITY,873,NT,702011051,Ross
loc079946df3599,CANTEEN CREEK,GAZETTED LOCALITY,872,NT,702021055,Barkly
loc097f9bdceaaf,FLY CREEK,GAZETTED LOCALITY,822,NT,701031035,Weddell
loc09ba6fada5d9,RANKEN,GAZETTED LOCALITY,4825,NT,702021055,Barkly
loc09ba6fada5d9,AUSTRAL DOWNS,ALIAS LOCALITY,4825,NT,702021055,Barkly
loc09ba6fada5d9,AVON DOWNS,ALIAS LOCALITY,4825,NT,702021055,Barkly
loc09ba6fada5d9,BOOLANBOO CORNER,ALIAS LOCALITY,4825,NT,702021055,Barkly
loc09ba6fada5d9,BURUDU,ALIAS LOCALITY,4825,NT,702021055,Barkly
loc09ba6fada5d9,RANKEN STORE,ALIAS LOCALITY,4825,NT,702021055,Barkly
loc09ba6fada5d9,SOUDAN,ALIAS LOCALITY,4825,NT,702021055,Barkly
loc0a49871cb62b,LARRIMAH,GAZETTED LOCALITY,852,NT,702051065,Elsey
loc0a75e35b1b6f,WISHART,GAZETTED LOCALITY,822,NT,701021017,East Arm
loc0acd18888951,PEPPIMENARTI,GAZETTED LOCALITY,822,NT,702031058,Daly
loc0c2c818d5b76,NAUIYU,GAZETTED LOCALITY,822,NT,702031058,Daly
loc0c36c1407f49,STURT PLATEAU,GAZETTED LOCALITY,852,NT,702051065,Elsey
loc0c36c1407f49,OLD DRY RIVER,ALIAS LOCALITY,852,NT,702051065,Elsey
loc0d7a9bc16c36,CHILLA WELL,GAZETTED LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,INJIRRAMURRI,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,JUNGARRAYI WARRNU,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,JUTERANGI,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,KIRRIDI CREEK,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,MALA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,PUTULU,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,PUYURRU,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,TJULPUNGU,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,WALKALBA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,WAYILILINYPA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,WAYLILINYPA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,YARIPILANGU,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,YUMURRPA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0d7a9bc16c36,YUWERLI,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc0dad6fb8ddf5,KALKARINDJI,GAZETTED LOCALITY,852,NT,702051068,Victoria River
loc0dad6fb8ddf5,KALKARINDJI TOWNSHIP,ALIAS LOCALITY,852,NT,702051068,Victoria River
loc0dad6fb8ddf5,KALKARINGI,ALIAS LOCALITY,852,NT,702051068,Victoria River
loc0fa1704323a9,MANINGRIDA,GAZETTED LOCALITY,822,NT,702031061,West Arnhem
loc101a8c7b9b9e,GHAN,GAZETTED LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,ANDADO,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,ANTERE,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,ARKANTA,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,BEER ST BORE,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,BLOODWOOD BORE,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,CHARLOTTE WATERS,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,ENGOORDINA,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,ERLDUNDA,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,HALFWAY CAMP,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,HENBURY,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,HORSESHOE BEND,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,IDRACOWRA,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,ILPURLA,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,KULGERA,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,LILLA CREEK,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,MOUNT EBENEZER,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,MT EBENEZER,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,MUSGRAVE,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,NEW CROWN,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,PALMER VALLEY,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,PANTYINTEME,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,PETERRATENGE,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,ROGERS PASS,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,THE SISTERS,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,ULBULLA,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,UMBEARA,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,VICTORY DOWNS,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,WALL CREEK,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc101a8c7b9b9e,WELMALA,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc109cd578090a,WILLOWRA,GAZETTED LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc112a7bdb705d,LITCHFIELD PARK,GAZETTED LOCALITY,822,NT,702031057,Alligator
loc112a7bdb705d,PROSPECT HILL,ALIAS LOCALITY,822,NT,702031057,Alligator
loc12ca6fd5f9fa,KATHERINE,GAZETTED LOCALITY,850,NT,702051067,Katherine
loc14cf6e1d086c,PAPUNYA,GAZETTED LOCALITY,872,NT,702011053,Tanami
loc151fa1fa98d6,ROBINSON RIVER,GAZETTED LOCALITY,852,NT,702051066,Gulf
loc151fa1fa98d6,SNAKE LAGOON,ALIAS LOCALITY,852,NT,702051066,Gulf
loc16103c4a156c,WAK WAK,GAZETTED LOCALITY,822,NT,701031035,Weddell
loc16103c4a156c,SUNDAY CREEK,ALIAS LOCALITY,822,NT,701031035,Weddell
loc163cff9f71de,MILYAKBURRA,GAZETTED LOCALITY,822,NT,702041062,Anindilyakwa
loc163cff9f71de,BUDJI,ALIAS LOCALITY,822,NT,702041062,Anindilyakwa
loc1b0a92919746,CRESWELL,GAZETTED LOCALITY,852,NT,702021055,Barkly
loc1b0a92919746,ANTHONY LAGOON,ALIAS LOCALITY,852,NT,702021055,Barkly
loc1b0a92919746,BARKLY TABLELAND,ALIAS LOCALITY,852,NT,702021055,Barkly
loc1b0a92919746,BENMARA,ALIAS LOCALITY,852,NT,702021055,Barkly
loc1b0a92919746,CRESSWELL DOWNS,ALIAS LOCALITY,852,NT,702021055,Barkly
loc1b0a92919746,EVA DOWNS,ALIAS LOCALITY,852,NT,702021055,Barkly
loc1c026961b8ee,ANMATJERE,GAZETTED LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ADELAIDE BORE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,AILERON,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ALATYEYE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ALCOOTA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ALYUEN,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ANGULA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ANGULA COMMUNITY,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ANKWELEYELENGKWE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ANKWELEYELENGKYE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ANNINGIE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ARRUNGE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ATARTINGA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ATNELTYEY,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,AYUTA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,BUSHY PARK,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,CHIANINA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,CONISTON,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,DONS BORE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ILEPARRETYE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ILLAPAREYE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ILLEUWURRU,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,ILLYA PINU,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,INDARINGINYA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,INKAWENYERRE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,IRRMANNE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,KURRIPI,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,MOUNT BARKLY,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,MOUNT GARDINER,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,MULGA BORE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,NAPPERBY,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,NEW WELL,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,NGKWARLERLANKEM,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,NTURIYA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,NUMAGALONG,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,PETYALE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,PINE HILL,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,PINGALAYNTIMA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,PMARA JUTUNTA,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,PULARDI,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,SANDY BORE,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,STIRLING,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,TILMOUTH CROSSING,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,WAITE RIVER,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,WILORA COMMUNITY,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1c026961b8ee,WOODGREEN,ALIAS LOCALITY,872,NT,702011054,Yuendumu - Anmatjere
loc1e5d68fa5396,CAMP CREEK,GAZETTED LOCALITY,822,NT,702031057,Alligator
loc1e5d68fa5396,CAMP CREEK STN,ALIAS LOCALITY,822,NT,702031057,Alligator
loc1f7ffac7f2af,DARWIN RIVER DAM,GAZETTED LOCALITY,822,NT,702031057,Alligator
loc20cbe3aac84d,WICKHAM,GAZETTED LOCALITY,822,NT,701031035,Weddell
loc21230ebdb183,KINTORE,GAZETTED LOCALITY,872,NT,702011053,Tanami
loc21230ebdb183,WALUNGURRU,ALIAS LOCALITY,872,NT,702011053,Tanami
loc21a42256c082,MANTON,GAZETTED LOCALITY,837,NT,701031035,Weddell
loc21a42256c082,ACACIA LARRAKIA,ALIAS LOCALITY,837,NT,701031035,Weddell
loc21a42256c082,MANTON RIVER,ALIAS LOCALITY,837,NT,701031035,Weddell
loc21dcb10b7243,LEE POINT,GAZETTED LOCALITY,810,NT,701021021,Lyons (NT)
loc21dcb10b7243,LEE PT,ALIAS LOCALITY,810,NT,701021021,Lyons (NT)
loc2224e9e9f42c,MUTITJULU,GAZETTED LOCALITY,872,NT,702011050,Petermann - Simpson
loc2224e9e9f42c,ULURU,ALIAS LOCALITY,872,NT,702011050,Petermann - Simpson
loc240879429c5f,BINJARI,GAZETTED LOCALITY,852,NT,702051067,Katherine
loc243493f81a6f,MOUNT JOHNS,GAZETTED LOCALITY,874,NT,702011049,Mount Johns
loc243493f81a6f,MT JOHNS,ALIAS LOCALITY,874,NT,702011049,Mount Johns
